id,duration,title,channel,id,viewing,user-id,start,duration,start,duration
,,,,,,,,,147,3
,,,,,,,,,152,2
,,,,,,,,,154,3
,,,,,,,,,160,1
,,,,,,,,,179,1
,,,,,,,,,211,2
,,,,,,,,,289,1
,,,,,,1331,0,34,,
,,,,,,,36,678,,
b_Wu1X8ASUY,644,"Eye Exam, HD & Binaural Sound - ASMR - Role Play - Soft Spoken / Whisper",ASMRrequests,UCX70sfic86MKcid2n0mmmqg,,1324,0,643,81,1
,,,,,,,,,106,1
,,,,,,,,,118,1
,,,,,,,,,143,1
,,,,,,,,,158,1
,,,,,,,,,164,1
,,,,,,,,,190,1
,,,,,,,,,203,1
,,,,,,,,,219,1
,,,,,,,,,306,1
,,,,,,,,,343,1
,,,,,,,,,348,3
,,,,,,,,,361,4
,,,,,,,,,374,1
,,,,,,,,,376,1
,,,,,,,,,383,1
,,,,,,,,,407,1
,,,,,,1324,0,641,46,1
,,,,,,,,,57,1
,,,,,,,,,84,1
,,,,,,,,,103,1
,,,,,,,,,136,2
,,,,,,,,,142,2
,,,,,,,,,166,2
,,,,,,,,,254,1
,,,,,,,,,336,1
,,,,,,,,,341,2
,,,,,,,,,362,1
,,,,,,,,,367,3
,,,,,,,,,376,2
,,,,,,,,,385,2
,,,,,,,,,390,3
,,,,,,,,,397,1
,,,,,,,,,453,1
,,,,,,,,,500,1
,,,,,,,,,514,2
4zApGVUwfts,609,ASMR~ Performing Necromancy {You're a Dismembered Skull},Angelica,UCq7jt5BQ6LTULnRbLca0XdQ,,1324,1,4,4,1
,,,,,,,8,62,,
,,,,,,,73,54,,
,,,,,,1327,0,608,13,1
,,,,,,,,,122,1
,,,,,,,,,123,1
,,,,,,,,,179,1
,,,,,,,,,264,1
,,,,,,,,,266,1
,,,,,,,,,340,1
,,,,,,,,,341,1
,,,,,,,,,363,1
,,,,,,,,,400,1
,,,,,,,,,401,1
,,,,,,,,,402,1
,,,,,,,,,410,1
,,,,,,,,,412,1
,,,,,,,,,413,1
,,,,,,,,,416,1
,,,,,,,,,417,1
,,,,,,,,,418,1
,,,,,,,,,419,1
,,,,,,,,,420,1
,,,,,,,,,421,1
,,,,,,,,,422,1
,,,,,,,,,423,1
,,,,,,,,,451,1
,,,,,,,,,452,1
,,,,,,,,,453,1
,,,,,,,,,522,1
O9FTKTMKknA,2006,ASMR French Photographer Photographs You!,Creative Calm ASMR,UCrIPWaSEHW4CqX0hGtxsQwg,,1324,1,14,4,1
,,,,,,,18,32,,
,,,,,,,52,41,,
,,,,,,,96,3,,
,,,,,,,102,13,,
,,,,,,,118,54,,
,,,,,,,174,12,,
,,,,,,,189,2,,
,,,,,,,194,48,,
,,,,,,,245,19,257,1
,,,,,,,267,6,,
,,,,,,,276,17,,
,,,,,,,297,9,301,2
,,,,,,,309,11,,
,,,,,,,322,9,,
,,,,,,,333,0,,
,,,,,,,336,24,,
,,,,,,,363,1,,
,,,,,,,367,8,,
,,,,,,,378,73,386,1
,,,,,,,,,391,1
,,,,,,,,,396,1
,,,,,,,,,404,1
,,,,,,,,,411,2
,,,,,,,,,420,1
,,,,,,,,,424,1
,,,,,,,,,431,1
,,,,,,,453,0,,
,,,,,,,456,3,,
,,,,,,,462,30,,
,,,,,,,495,9,,
,,,,,,,507,1,,
,,,,,,,511,11,,
,,,,,,,525,9,,
,,,,,,,537,1,,
,,,,,,,540,0,,
,,,,,,,542,0,,
,,,,,,,544,0,,
,,,,,,,546,15,,
,,,,,,,564,1,,
,,,,,,,568,15,,
,,,,,,,585,0,,
,,,,,,,588,5,,
,,,,,,,596,11,,
,,,,,,,609,0,,
,,,,,,,612,6,,
,,,,,,,621,9,,
,,,,,,,633,5,635,1
,,,,,,,641,2,,
,,,,,,,646,1,,
,,,,,,,650,28,,
,,,,,,,681,4,,
,,,,,,,688,42,,
,,,,,,,732,5,,
,,,,,,,740,29,,
,,,,,,,772,7,,
,,,,,,,782,47,,
,,,,,,,832,7,,
,,,,,,,842,70,,
,,,,,,,914,0,,
,,,,,,,917,7,,
,,,,,,,927,69,929,1
,,,,,,,,,931,1
,,,,,,,,,937,4
,,,,,,,,,948,1
,,,,,,,999,9,,
,,,,,,,1011,23,,
,,,,,,,1037,6,,
,,,,,,,1046,23,,
,,,,,,,1072,13,,
,,,,,,,1088,23,,
,,,,,,,1114,6,,
,,,,,,,1122,0,,
,,,,,,,1125,4,,
,,,,,,,1132,1,,
,,,,,,,1136,0,,
,,,,,,,1139,41,,
,,,,,,,1183,48,,
,,,,,,,1234,6,,
,,,,,,,1243,2,,
,,,,,,,1248,750,1300,1
,,,,,,,,,1302,1
,,,,,,,,,1308,2
,,,,,,,,,1318,2
,,,,,,,,,1369,2
,,,,,,,,,1373,2
,,,,,,,,,1386,3
,,,,,,,,,1465,1
,,,,,,,,,1476,2
,,,,,,,,,1521,2
,,,,,,,,,1778,1
,,,,,,,,,1779,1
,,,,,,,,,1784,3
,,,,,,1324,0,311,17,1
,,,,,,,,,116,2
,,,,,,,,,125,1
,,,,,,,,,143,1
,,,,,,,314,280,426,1
,,,,,,,,,578,1
,,,,,,,597,58,,
,,,,,,,658,1330,1992,1
I9Yb1-dXnB8,1498,[ASMR] Gym Membership & Personal Trainer (Soft Spoken),Gibi ASMR,UCE6acMV3m35znLcf0JGNn7Q,,1324,164,1188,181,1
,,,,,,,,,186,2
,,,,,,,,,212,2
,,,,,,,,,220,1
,,,,,,,,,281,1
,,,,,,,,,314,2
,,,,,,,,,325,1
,,,,,,,,,483,1
,,,,,,,,,507,2
,,,,,,,,,575,1
,,,,,,,,,600,2
,,,,,,,,,640,2
,,,,,,,,,667,2
,,,,,,,,,670,3
,,,,,,,,,675,2
,,,,,,,,,694,1
,,,,,,,,,764,2
,,,,,,,,,814,2
,,,,,,,,,916,1
,,,,,,,,,923,1
,,,,,,,,,925,5
,,,,,,,,,974,1
,,,,,,,,,1343,1
,,,,,,,1355,128,,
,,,,,,,1485,4,,
,,,,,,,1491,5,,
7JINpmU6hho,1666,[ASMR] Game Store Roleplay - Personal Attention,ASMR Angel,UCvge4UTW-x1hiTO3JJMc96Q,,1324,0,1657,22,1
,,,,,,,,,400,1
,,,,,,,,,407,1
,,,,,,,,,410,1
,,,,,,,,,576,1
,,,,,,1338,0,363,,
,,,,,,1382,1,758,243,1
,,,,,,,,,283,1
,,,,,,,,,325,5
,,,,,,,,,387,1
,,,,,,,,,391,1
,,,,,,,,,395,2
,,,,,,,,,398,2
,,,,,,,,,407,1
,,,,,,,,,410,2
,,,,,,,,,524,1
,,,,,,,,,559,1
,,,,,,,,,562,2
,,,,,,,,,697,1
,,,,,,,,,721,1
,,,,,,,,,732,1
,,,,,,,817,378,1114,1
,,,,,,,1241,8,,
,,,,,,,1500,147,1529,2
,,,,,,,,,1615,1
,,,,,,,,,1632,2
C1aynZJt_p0,1883,ASMR | Dry Mouth Sounds & Finger Fluttering ~♡ (EXTRA TINGLY) ♡,Batala's ASMR,UCT-0BP5tI1Dzc49_8TYgPYw,,1355,1,1881,4,2
sjd3QlnedO0,2180,#ASMR Whispered Book Reading of Wiccapedia with Page Turning and Tapping,Spirit of Sapphire ASMR,UCIxt9K5G3fTGD7_U09wl3pA,,1364,0,256,,
,,,,,,,239,126,249,1
,,,,,,,,,252,1
0wg23Ejsfh4,741,"ASMR - NAIL ON NAIL ~ Tapping Long, Fancy Acrylic Nails & Soft Spoken Rambles ~",Seafoam Kitten's ASMR,UCBRuxya3juxDB1SOg-QOBpg,,1374,0,105,7,1
,,,,,,,,,91,1
,,,,,,1374,0,21,7,8
gtvzszyXdBc,3146,"[ASMR] Wedding Planner Roleplay ~ Typing, Mouse Clicking, Paper Sounds & Writing",Be Brave Be You ASMR,UCcxbhjKiHcHTwpqPryY5iWg,,1382,589,1313,607,1
,,,,,,,,,612,1
,,,,,,,,,615,2
,,,,,,,,,639,1
,,,,,,,,,642,1
,,,,,,,,,657,2
,,,,,,,,,670,3
,,,,,,,,,679,2
,,,,,,,,,687,3
,,,,,,,,,712,2
,,,,,,,,,714,1
,,,,,,,,,716,3
,,,,,,,,,719,2
,,,,,,,,,724,3
,,,,,,,,,728,3
,,,,,,,,,794,3
,,,,,,,,,798,2
,,,,,,,,,916,1
,,,,,,,,,990,3
,,,,,,,,,993,2
,,,,,,,,,1009,4
,,,,,,,,,1015,3
,,,,,,,,,1027,2
,,,,,,,,,1034,1
,,,,,,,,,1035,2
,,,,,,,,,1043,10
,,,,,,,,,1057,3
,,,,,,,,,1063,2
,,,,,,,,,1104,2
,,,,,,,,,1151,8
,,,,,,,,,1167,2
,,,,,,,,,1170,1
,,,,,,,,,1173,3
,,,,,,,,,1189,2
,,,,,,,,,1215,1
,,,,,,,,,1234,1
,,,,,,,,,1238,4
,,,,,,,,,1248,2
,,,,,,,,,1258,2
,,,,,,,,,1262,2
,,,,,,,,,1271,1
,,,,,,,,,1274,8
,,,,,,,,,1287,3
,,,,,,,,,1302,2
,,,,,,,,,1324,1
,,,,,,,,,1335,2
,,,,,,,,,1338,3
,,,,,,,,,1358,2
,,,,,,,,,1373,2
,,,,,,,,,1382,3
,,,,,,,,,1419,4
,,,,,,,,,1471,2
,,,,,,,,,1474,3
,,,,,,,,,1484,3
,,,,,,,,,1536,1
,,,,,,,,,1543,3
,,,,,,,,,1552,2
,,,,,,,,,1554,3
,,,,,,,,,1615,1
,,,,,,,,,1700,1
,,,,,,,,,1775,1
,,,,,,,,,1825,2
,,,,,,,,,1845,2
,,,,,,,,,1860,1
,,,,,,,,,1866,2
,,,,,,,,,1887,1
,,,,,,,2876,253,2892,2
,,,,,,,,,2905,2
,,,,,,,,,2914,1
,,,,,,,,,2917,3
,,,,,,,,,2934,1
,,,,,,,,,2937,1
,,,,,,,,,2958,3
,,,,,,,,,2962,6
,,,,,,,,,2970,2
,,,,,,,,,3018,2
,,,,,,,,,3112,1
I2HI3CUTEmc,6546,ASMR ~ 100 Minutes of Ear Eating! 100k celebration,AftynRose ASMR,UCviHYlU8hWV_IFuG1ExS7PA,,1392,4804,85,4814,1
,,,,,,1393,0,8,,
,,,,,,,11,205,,
,,,,,,,219,3134,,
,,,,,,1393,0,4,,
,,,,,,,451,2442,,
,,,,,,,2906,1550,,
,,,,,,1393,0,1450,,
,,,,,,1393,1,554,,
,,,,,,1393,0,3,,
,,,,,,,6,580,,
,,,,,,,588,0,,
,,,,,,,587,1,,
,,,,,,,588,591,,
,,,,,,1393,2933,9,,
,,,,,,,2945,213,,
,,,,,,,3161,54,,
,,,,,,1393,0,1,,
,,,,,,,4,181,,
,,,,,,,184,35,,
,,,,,,,221,5,,
,,,,,,,228,124,,
,,,,,,,354,119,,
,,,,,,,475,4,,
,,,,,,,481,3,,
,,,,,,,487,4,,
,,,,,,,493,0,,
,,,,,,,499,0,,
,,,,,,,505,0,,
,,,,,,,511,0,,
,,,,,,,517,66,,
,,,,,,,585,74,,
,,,,,,,661,21,,
,,,,,,,684,15,,
,,,,,,,701,139,,
,,,,,,,842,4,,
,,,,,,,848,0,,
,,,,,,,854,85,,
,,,,,,,941,8,,
,,,,,,,951,4,,
,,,,,,,957,0,,
,,,,,,,963,0,,
,,,,,,,969,0,,
,,,,,,,975,0,,
,,,,,,,981,0,,
,,,,,,,987,0,,
,,,,,,,993,0,,
,,,,,,,999,0,,
,,,,,,,1005,0,,
,,,,,,,1011,0,,
,,,,,,,1017,0,,
,,,,,,,1023,0,,
,,,,,,,1029,0,,
,,,,,,,1035,0,,
,,,,,,,1037,142,,
,,,,,,,1181,87,,
,,,,,,,1270,39,,
,,,,,,,1311,1119,,
,,,,,,1393,2774,2175,,
,,,,,,1393,0,4,,
,,,,,,,2037,379,,
,,,,,,1393,0,118,,
,,,,,,,120,4,,
,,,,,,,126,0,,
,,,,,,,132,0,,
,,,,,,,134,24,,
,,,,,,,160,38,,
,,,,,,,200,118,,
,,,,,,,320,38,,
,,,,,,,360,102,,
,,,,,,,464,3,,
,,,,,,,469,10,,
,,,,,,,481,4,,
,,,,,,,487,892,,
,,,,,,,1381,9,,
,,,,,,,1392,325,,
,,,,,,,1719,2,,
,,,,,,,1722,3235,,
,,,,,,1393,0,3397,,
,,,,,,1393,0,3864,,
,,,,,,1393,2,98,,
,,,,,,,99,919,,
,,,,,,1393,0,4059,,
,,,,,,1400,0,185,,
,,,,,,1393,0,5072,,
,,,,,,1393,0,13,,
,,,,,,,16,4413,,
,,,,,,1393,4342,131,,
,,,,,,1393,4,4225,,
,,,,,,1393,0,2332,,
,,,,,,1393,1,214,,
,,,,,,,218,1416,,
,,,,,,,1637,1085,,
,,,,,,,2725,785,,
,,,,,,,3513,422,,
,,,,,,1393,0,10,,
,,,,,,,13,4965,,
,,,,,,1393,0,5096,,
,,,,,,1393,0,1505,,
,,,,,,1393,0,10,,
,,,,,,,13,2321,,
,,,,,,1393,0,2217,,
,,,,,,1393,3815,505,,
,,,,,,1393,0,305,,
,,,,,,1411,0,3,,
,,,,,,,2748,1,,
,,,,,,,3412,0,,
,,,,,,,3936,0,,
,,,,,,1393,0,4,,
,,,,,,,7,296,,
,,,,,,1393,0,2,,
,,,,,,,2081,35,,
,,,,,,,2118,4,,
,,,,,,,2124,0,,
,,,,,,,2130,0,,
,,,,,,,2136,0,,
,,,,,,,2142,134,,
,,,,,,,2278,73,,
,,,,,,,2353,62,,
,,,,,,1393,0,5,,
,,,,,,,8,4,,
,,,,,,,15,80,,
,,,,,,,98,11,,
,,,,,,,111,46,,
,,,,,,,160,166,,
,,,,,,,329,90,,
,,,,,,,422,27,,
,,,,,,,452,49,,
,,,,,,,504,102,,
,,,,,,,609,130,,
,,,,,,,742,69,,
,,,,,,,814,388,,
,,,,,,,1204,53,,
,,,,,,,1260,33,,
,,,,,,,1296,59,,
,,,,,,,1358,23,,
,,,,,,,1384,71,,
,,,,,,,1458,35,,
,,,,,,,1496,7,,
,,,,,,,1506,101,,
,,,,,,,1610,63,,
,,,,,,,1676,157,,
,,,,,,,1836,81,,
,,,,,,,1920,17,,
,,,,,,,1940,117,,
,,,,,,,2060,62,,
,,,,,,,2125,212,,
,,,,,,,2340,46,,
,,,,,,,2389,213,,
,,,,,,,2605,346,,
,,,,,,,2954,421,,
,,,,,,,3378,19,,
,,,,,,,3400,57,,
,,,,,,,3460,58,,
,,,,,,,3521,0,,
,,,,,,,3524,193,,
,,,,,,,3720,38,,
,,,,,,,3761,104,,
,,,,,,,3868,207,,
,,,,,,,4078,61,,
,,,,,,,4142,229,,
,,,,,,,4374,630,,
,,,,,,1393,0,36,,
,,,,,,1393,0,58,,
,,,,,,,62,4814,,
,,,,,,1393,0,1,,
,,,,,,,4,0,,
,,,,,,,8,1330,,
,,,,,,1393,0,857,,
,,,,,,,859,500,,
,,,,,,,1361,5028,,
,,,,,,1393,0,2451,,
,,,,,,1393,3612,629,,
,,,,,,1393,0,1,,
,,,,,,,0,145,,
,,,,,,1393,0,7,,
,,,,,,,983,456,,
,,,,,,,1440,732,,
,,,,,,1393,2,1107,,
,,,,,,,1112,72,,
,,,,,,,1183,2,,
,,,,,,,1187,0,,
,,,,,,,1189,0,,
,,,,,,,1191,0,,
,,,,,,,1193,6,,
,,,,,,,1201,2,,
,,,,,,,1205,0,,
,,,,,,,1209,1,,
,,,,,,,1213,0,,
,,,,,,,1215,2,,
,,,,,,,1219,0,,
,,,,,,,1221,0,,
,,,,,,,1223,2,,
,,,,,,,1227,0,,
,,,,,,,1231,0,,
,,,,,,,1233,0,,
,,,,,,,1235,0,,
,,,,,,,1237,0,,
,,,,,,,1239,0,,
,,,,,,,1241,0,,
,,,,,,,1243,0,,
,,,,,,,1245,0,,
,,,,,,,1247,0,,
,,,,,,,1249,0,,
,,,,,,,1251,0,,
,,,,,,,1253,0,,
,,,,,,,1255,2,,
,,,,,,,1259,0,,
,,,,,,,1263,0,,
,,,,,,,1266,5,,
,,,,,,,1273,14,,
,,,,,,,1289,4,,
,,,,,,,1295,0,,
,,,,,,,1297,2,,
,,,,,,1393,0,3532,,
,,,,,,1393,3460,1223,,
,,,,,,1393,1,1117,,
,,,,,,1393,0,2187,,
,,,,,,,2195,46,,
,,,,,,1393,4010,0,,
,,,,,,,4013,131,,
,,,,,,,4146,164,,
,,,,,,,4312,45,,
,,,,,,,4359,2,,
,,,,,,,4363,13,,
,,,,,,,4378,13,,
,,,,,,,4393,16,,
,,,,,,,4411,1580,,
,,,,,,1393,2,68,,
,,,,,,,73,61,,
,,,,,,1393,0,2,,
,,,,,,,1517,72,,
,,,,,,,1591,370,,
,,,,,,,1963,88,,
,,,,,,,2053,329,,
,,,,,,1393,0,1533,,
,,,,,,1393,0,0,,
,,,,,,,3,3839,,
,,,,,,1393,1,4752,,
,,,,,,1393,1,79,,
,,,,,,1393,0,0,,
,,,,,,,3504,26,,
,,,,,,,3532,912,,
,,,,,,1393,0,13,,
,,,,,,,16,2720,,
,,,,,,1393,0,2223,,
,,,,,,,2225,0,,
,,,,,,1393,1,2056,,
,,,,,,1393,2117,1496,,
,,,,,,,3615,0,,
,,,,,,1393,4479,1479,,
,,,,,,1393,982,5,,
,,,,,,,991,257,,
,,,,,,,1251,231,,
,,,,,,,1484,221,,
,,,,,,,1708,340,,
,,,,,,1393,0,1153,,
,,,,,,1393,1,4013,,
,,,,,,1428,0,18,,
,,,,,,,145,62,,
,,,,,,,2037,592,,
,,,,,,1393,0,17,,
,,,,,,,3172,217,,
,,,,,,1393,1995,3882,,
,,,,,,1393,0,1972,,
,,,,,,1393,1640,1166,,
,,,,,,1393,1459,2598,,
,,,,,,,4057,600,,
,,,,,,1393,845,1445,,
,,,,,,1393,0,6545,,
,,,,,,1393,0,2087,,
,,,,,,1393,0,14,,
,,,,,,,17,1622,,
,,,,,,1393,1,2245,,
,,,,,,,2250,30,,
,,,,,,1393,0,1500,,
,,,,,,1393,0,6544,,
,,,,,,1393,0,4473,,
,,,,,,1393,0,1727,,
,,,,,,1393,1,3,,
,,,,,,,6,544,,
,,,,,,,552,4,,
,,,,,,,558,0,,
,,,,,,,564,0,,
,,,,,,,570,0,,
,,,,,,,576,467,,
,,,,,,,1045,4,,
,,,,,,,1051,215,,
,,,,,,,1268,191,,
,,,,,,,1461,4,,
,,,,,,,1467,16,,
,,,,,,,1485,251,,
,,,,,,,1738,373,,
,,,,,,,2113,438,,
,,,,,,,2553,55,,
,,,,,,,2610,301,,
,,,,,,,2913,152,,
,,,,,,,3067,191,,
,,,,,,,3260,10,,
,,,,,,,3272,16,,
,,,,,,,3290,141,,
,,,,,,,3433,198,,
,,,,,,,3633,88,,
,,,,,,,3723,4,,
,,,,,,,3729,287,,
,,,,,,,4018,10,,
,,,,,,,4030,121,,
,,,,,,,4153,14,,
,,,,,,1393,0,1,,
,,,,,,,4,1366,,
,,,,,,,1372,0,,
,,,,,,1393,2,982,,
,,,,,,1393,0,0,,
,,,,,,,3,1748,,
,,,,,,,1750,121,,
,,,,,,,1873,298,,
,,,,,,,2174,513,,
,,,,,,,2690,142,,
,,,,,,,2834,159,,
,,,,,,,2996,184,,
,,,,,,,3184,19,,
,,,,,,,3206,292,,
,,,,,,,3501,212,,
,,,,,,,3716,33,,
,,,,,,,3751,211,,
,,,,,,1393,1,196,,
,,,,,,,199,16,,
,,,,,,,217,22,,
,,,,,,,241,285,,
,,,,,,,528,36,,
,,,,,,,566,28,,
,,,,,,,596,10,,
,,,,,,,608,114,,
,,,,,,,724,2,,
,,,,,,,728,78,,
,,,,,,,808,64,,
,,,,,,,874,34,,
,,,,,,,910,44,,
,,,,,,,956,108,,
,,,,,,,1066,20,,
,,,,,,,1088,87,,
,,,,,,,1176,732,,
,,,,,,,1909,39,,
,,,,,,1393,0,3,,
,,,,,,,6,2710,,
,,,,,,1393,0,4,,
,,,,,,,7,2057,,
,,,,,,1393,1,2464,,
,,,,,,1393,2587,130,,
,,,,,,,2719,193,,
,,,,,,,2914,61,,
,,,,,,,2977,116,,
,,,,,,,3095,88,,
,,,,,,1393,0,220,,
,,,,,,,222,0,,
,,,,,,,221,4037,,
,,,,,,1393,2001,780,,
,,,,,,,2783,503,,
,,,,,,,3289,176,,
,,,,,,,3467,340,,
,,,,,,,3809,666,,
,,,,,,,4477,584,,
,,,,,,,5063,0,,
,,,,,,1393,0,6545,,
,,,,,,1393,0,1507,,
,,,,,,1393,0,0,,
,,,,,,,3,58,,
,,,,,,,63,3243,,
,,,,,,,3309,58,,
,,,,,,,3370,143,,
,,,,,,1393,1222,1238,,
,,,,,,1393,2095,682,,
,,,,,,1393,0,583,,
,,,,,,1393,1019,3,,
,,,,,,,1027,2768,,
,,,,,,1393,1568,108,,
,,,,,,,1678,105,,
,,,,,,,1782,118,,
,,,,,,1393,708,1064,,
,,,,,,1393,0,12,,
,,,,,,,679,0,,
,,,,,,,682,1045,,
,,,,,,1393,745,2948,,
,,,,,,1393,0,131,,
,,,,,,,130,0,,
,,,,,,1393,549,4,,
,,,,,,,558,539,,
,,,,,,,1096,1,,
,,,,,,,1100,901,,
,,,,,,1393,2984,3,,
,,,,,,,2990,3555,,
,,,,,,1393,0,3,,
,,,,,,,7,3254,,
,,,,,,,3263,0,,
,,,,,,,3262,33,,
,,,,,,1393,0,2497,,
,,,,,,,2499,0,,
,,,,,,,2498,2,,
,,,,,,,2503,1957,,
,,,,,,1393,2,1275,,
,,,,,,,1277,29,,
,,,,,,,1311,3048,,
,,,,,,1393,2182,396,,
,,,,,,1393,0,3,,
,,,,,,,6,1503,,
,,,,,,1393,0,543,,
,,,,,,,544,2599,,
,,,,,,1393,0,10,,
,,,,,,,2846,1227,,
,,,,,,1393,1,2,,
,,,,,,,6,1210,,
,,,,,,1393,3375,1192,,
,,,,,,1393,0,2699,,
,,,,,,1393,2363,4,,
,,,,,,,2369,257,,
,,,,,,,2628,144,,
,,,,,,,2774,149,,
,,,,,,,2925,28,,
,,,,,,,2955,116,,
,,,,,,,3073,209,,
,,,,,,,3284,127,,
,,,,,,,3413,22,,
,,,,,,,3437,80,,
,,,,,,,3519,28,,
,,,,,,,3549,196,,
,,,,,,,3747,11,,
,,,,,,1393,1,4,,
,,,,,,,3128,3417,,
,,,,,,1393,0,0,,
,,,,,,,3,2,,
,,,,,,,8,6,,
,,,,,,,1286,18,,
,,,,,,,1307,4283,,
,,,,,,1393,0,6546,,
,,,,,,1393,1705,159,,
,,,,,,1393,1127,2605,,
,,,,,,1393,2,8,,
,,,,,,,14,861,,
,,,,,,1393,1,1396,,
,,,,,,,1399,429,,
,,,,,,1393,1,2,,
,,,,,,,8,3194,,
,,,,,,1452,1,737,,
,,,,,,1453,708,1261,,
,,,,,,,1971,978,,
,,,,,,,2951,0,,
,,,,,,1393,1,1790,,
,,,,,,,1794,354,,
,,,,,,1393,0,3329,,
,,,,,,1393,1,7,,
,,,,,,,9,3,,
,,,,,,1393,0,1,,
,,,,,,,4,5,,
,,,,,,,8,30,,
,,,,,,,37,1,,
,,,,,,,41,1140,,
,,,,,,1393,0,0,,
,,,,,,,3,1067,,
,,,,,,1393,2,252,,
,,,,,,,256,912,,
,,,,,,,1170,774,,
,,,,,,1393,0,11,,
,,,,,,1393,0,8,,
,,,,,,,1734,364,,
,,,,,,1393,2153,0,,
,,,,,,,2156,825,,
,,,,,,1393,1,2201,,
,,,,,,1393,3,816,,
,,,,,,1393,2,495,,
,,,,,,1393,1,4,,
,,,,,,,8,1613,,
,,,,,,,1622,615,,
,,,,,,,2239,830,,
,,,,,,1393,2,247,,
,,,,,,,251,52,,
,,,,,,,306,39,,
,,,,,,,348,39,,
,,,,,,,390,178,,
,,,,,,,571,437,,
,,,,,,,1011,434,,
,,,,,,1393,1,1645,,
,,,,,,1393,1250,1405,,
,,,,,,1393,1,1,,
,,,,,,,2587,88,,
,,,,,,1393,1,2496,,
,,,,,,1393,0,828,,
,,,,,,1393,0,2521,,
,,,,,,1393,3,3347,,
,,,,,,1393,1394,0,,
,,,,,,,1397,539,,
,,,,,,1456,0,60,29,2
,,,,,,,,,36,1
,,,,,,,,,49,1
,,,,,,1393,1,224,,
,,,,,,1393,0,5,,
,,,,,,,8,672,,
,,,,,,,680,0,,
,,,,,,,683,48,,
,,,,,,,734,3897,,
,,,,,,,4634,374,,
i3DCAnB8mkA,241,ASMR 메이크업 롤플레이 / Korean Make-up Roleplay asmr,Reyong ASMR 리용,UCG5P3NG_mE2wsmZpHbioujQ,,1397,0,240,7,1
,,,,,,,,,13,1
,,,,,,,,,19,1
,,,,,,,,,22,1
,,,,,,,,,28,1
,,,,,,,,,39,1
,,,,,,,,,55,1
,,,,,,,,,59,2
,,,,,,,,,65,1
,,,,,,,,,95,1
,,,,,,,,,97,1
,,,,,,,,,99,1
,,,,,,,,,111,1
,,,,,,,,,113,1
,,,,,,,,,114,2
,,,,,,,,,120,1
,,,,,,,,,134,1
,,,,,,,,,135,1
,,,,,,,,,139,1
,,,,,,,,,143,1
,,,,,,,,,146,1
,,,,,,,,,156,1
,,,,,,,,,170,1
,,,,,,,,,172,1
,,,,,,,,,173,1
,,,,,,,,,175,1
,,,,,,,,,176,1
,,,,,,,,,177,1
,,,,,,,,,178,3
,,,,,,,,,193,1
,,,,,,,,,219,1
,,,,,,,,,224,1
,,,,,,,,,229,1
,,,,,,,,,232,1
uMa2Zu5PZLI,1974,ASMR Rough Microphone Scratching,fastASMR,UCHiof82PvgZrXFF-BRMvGDg,,1406,0,4,,
,,,,,,,0,3,,
,,,,,,,0,63,1,1
,,,,,,,,,6,1
,,,,,,,,,64,1
G0o4JUNSeLw,7235,ASMR Hypnotic Triggers 2 Hr (No Talking),ASMR Bakery,UCDH70xAv1bBeaCt5Cc7a96A,,1393,0,86,,
,,,,,,,1078,1,,
,,,,,,,1541,0,,
,,,,,,,671,2154,,
,,,,,,1393,0,2,,
,,,,,,,5,2936,,
,,,,,,,2945,2837,,
,,,,,,1393,0,1743,,
,,,,,,1407,0,84,28,1
,,,,,,,,,47,1
,,,,,,,,,56,1
,,,,,,1393,0,1,,
,,,,,,,1373,1258,,
,,,,,,1393,2739,400,,
,,,,,,,3140,934,,
,,,,,,1407,0,7,,
,,,,,,,280,1,,
,,,,,,,19,11,26,1
OOkiD7noeV8,2514,"ASMR Spa (Scalp Massage, Face Massage, Personal Attention, Lotion, Gloves, Cottons, Tapping..)",ASMR Glow,UCFmL725KKPx2URVPvH3Gp8w,,1418,0,18,2,1
,,,,,,,0,27,,
,,,,,,,7,5,,
,,,,,,,0,10,5,1
#NAME?,1398,Energy Extraction ASMR,VisualSounds1 ASMR,UCQSvg4-j4HS2foQ7_umawoA,,1426,181,6,,
,,,,,,,0,1397,28,1
,,,,,,,,,41,1
,,,,,,,,,50,4
,,,,,,,,,55,3
,,,,,,,,,64,3
,,,,,,,,,68,1
,,,,,,,,,70,1
,,,,,,,,,79,3
,,,,,,,,,83,2
,,,,,,,,,90,1
,,,,,,,,,98,1
,,,,,,,,,104,5
,,,,,,,,,121,1
,,,,,,,,,130,5
,,,,,,,,,139,2
,,,,,,,,,144,2
,,,,,,,,,146,2
,,,,,,,,,148,1
,,,,,,,,,163,1
,,,,,,,,,169,2
,,,,,,,,,200,1
,,,,,,,,,234,2
,,,,,,,,,250,2
,,,,,,,,,253,4
,,,,,,,,,259,3
,,,,,,,,,537,1
,,,,,,,,,544,1
,,,,,,,,,545,3
,,,,,,,,,561,1
,,,,,,,,,595,1
s-Q3oz6KhvI,1420,ASMR | Fortune Teller Palm & Card Reading 🔮[Heavy Accent],The White Rabbit ASMR,UCn8vv6lF-BYyTr5m3qa9vDg,,1426,0,101,19,1
,,,,,,,,,21,2
,,,,,,,,,25,3
,,,,,,,,,30,5
,,,,,,,,,38,2
,,,,,,,,,41,3
,,,,,,,,,46,2
,,,,,,,,,53,7
,,,,,,,,,62,10
,,,,,,,,,73,8
